t,EGT_SEL,FLIGHT_MOD,FMV_SEL,HPTC_SEL,LPTC_SEL,N1_SEL,N2_ACTSEL,OIL_P,OIL_TEMP,PS3_SEL,PT2_SEL,P0_SEL,TAT,TBV_SEL,TRA_SEL,T25_SEL,T3_SEL,VBV_SEL,VIB_CN1,VIB_CN2,VIB_TN1,VIB_TN2,VSV_SEL,WFM_SEL,XM
datenum,deg_C,_,_,%,%,%,%_RPM,psi,_,psi,mb,psi,deg_C,%,DEG,_,_,DEG,_,_,_,_,DEG,lb/h,mach
15/09/2011 14:25:58.125,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 14:25:58.375,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 14:25:58.625,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 14:25:58.875,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7679.98,0.15
15/09/2011 14:25:59.125,NaN,NaN,NaN,NaN,NaN,0,0,647.998,NaN,575.982,NaN,NaN,26.9688,0,0,NaN,NaN,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:25:59.375,167.995,NaN,NaN,0,NaN,0,0,599.998,NaN,191.984,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:25:59.625,119.997,NaN,NaN,0,NaN,0,0,551.998,746.124,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:25:59.875,71.998,NaN,NaN,0,NaN,0,0,503.999,702.374,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:00.125,24.0041,NaN,NaN,0,NaN,0,0,456.003,658.629,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:00.375,0.00234327,NaN,NaN,0,NaN,0,0,408.003,614.879,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:00.625,1.08032e-007,NaN,NaN,0,NaN,0,0,360.004,571.129,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:00.875,3.12514e-012,NaN,NaN,0,NaN,0,0,312.004,527.379,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:01.125,0,NaN,NaN,0,NaN,0,0,263.998,483.624,0,0,0,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:01.375,72.0006,NaN,NaN,0,0,0,0,215.998,439.874,0,0,0,26.9687,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:01.625,215.996,NaN,NaN,0,0,0,0,167.998,396.124,192.007,0,0,26.9062,0,0,NaN,NaN,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:01.875,359.977,NaN,NaN,0,0,0,0,120.003,352.378,575.973,0,0,26.8438,0,0,NaN,NaN,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:02.125,503.972,NaN,NaN,0,0,0,0,72.0034,308.629,959.971,0,0,26.7813,0,0,NaN,NaN,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:02.375,527.981,NaN,NaN,0,0,0,0,24.0036,264.879,1343.97,0,0,26.75,0,0,NaN,NaN,0,0,0,0,0,0,10752,0.15
15/09/2011 14:26:02.625,431.995,NaN,NaN,0,0,0,0,0.00221305,221.129,1343.99,0,0,26.75,0,0,NaN,NaN,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:02.875,335.984,1,0,0,0,0,0,0,177.374,959.98,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:03.125,239.986,1,0,0,0,0,0,0,133.624,575.982,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:26:03.375,167.991,1,0,0,0,0,0,0,89.8743,191.984,0,0,26.7813,0,0,-128,0,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:26:03.625,119.994,1,0,0,0,0,0,0,68,0,0,0,26.8438,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:03.875,72.0011,1,0,0,0,0,0,0,68,0,0,0,26.9062,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:04.125,24.0035,1,0,0,0,0,0,0,68,0,0,0,26.9687,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:04.375,0.00234322,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:04.625,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:04.875,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:05.125,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:05.375,72.0006,1,0,0,0,0,0,0,68,0,0,0,26.9687,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:05.625,215.982,1,0,0,0,0,0,0,68,191.991,0,0,26.9063,0,0,-128,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:05.875,359.977,1,0,0,0,0,0,0,68,575.973,0,0,26.8438,0,0,-128,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:06.125,503.972,1,0,0,0,0,0,0,68,959.971,0,0,26.7813,0,0,-128,0,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:06.375,527.981,1,0,0,0,0,0,0,68,1343.97,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,10752,0.15
15/09/2011 14:26:06.625,431.982,1,0,0,0,0,0,0,68,1343.98,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,10751.8,0.15
15/09/2011 14:26:06.875,335.984,1,0,0,0,0,0,0,68,959.98,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:07.125,239.986,1,0,0,0,0,0,0,68,575.982,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:26:07.375,167.991,1,0,0,0,0,0,0,68,191.984,0,0,26.7813,0,0,-128,0,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:26:07.625,119.999,1,0,0,0,0,0,0,68,0.0156194,0,0,26.8437,0,0,-128,0,0,0,0,0,0,0,0.00833082,0.15
15/09/2011 14:26:07.875,72.0011,1,0,0,0,0,0,0,68,5.93039e-007,0,0,26.9062,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:08.125,24.0035,1,0,0,0,0,0,0,68,1.39389e-011,0,0,26.9687,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:08.375,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:08.625,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:08.875,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:09.125,0,1,0,0,0,0,0,0,68,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:09.375,71.9935,1,0,0,0,0,0,0,68,0,0,0,26.9688,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:09.625,215.982,1,0,0,0,0,0,0,68,191.991,0,0,26.9063,0,0,-128,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:09.875,359.977,1,0,0,0,0,0,0,68,575.973,0,0,26.8438,0,0,-128,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:10.125,503.972,1,0,0,0,0,0,0,68,959.971,0,0,26.7813,0,0,-128,0,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:10.375,527.978,1,0,0,0,0,0,0,68,1344.02,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:10.625,431.978,1,0,0,0,0,0,24.0028,68,1343.98,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,10751.8,0.15
15/09/2011 14:26:10.875,335.977,1,0,0,0,0,0,72.0025,68,959.98,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:11.125,239.986,1,0,0,0,0,0,119.998,68,576.013,0,0,26.75,0,0,-128,0,0,0,0,0,0,0,4607.87,0.15
15/09/2011 14:26:11.375,167.989,1,0,0,0,0,0,167.998,68,192.015,0,0,26.7812,0,0,-128,0,0,0,0,0,0,0,1535.89,0.15
15/09/2011 14:26:11.625,119.991,1,0,0,0,0,0,215.997,65.8751,0.0156206,0,0,26.8437,0,0,-128,0,0,0,0,0,0,0,0.00833082,0.15
15/09/2011 14:26:11.875,71.9949,1,0,0,0,0,0,263.997,61.6253,5.93067e-007,0,0,26.9062,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:12.125,23.9925,1,0,0,0,0,0,312.003,57.3748,0,0,0,26.9688,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:12.375,-0.00311426,1,0,0,0,0,0,360.003,53.1248,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:12.625,-0.00222447,1,0,0,0,0,0,408.003,48.8748,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:12.875,-0.00133468,1,0,0,0,0,0,456.002,44.6249,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:13.125,-0.000444982,1,0,0,0,0,0,503.998,40.3753,0,0,0,27,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:13.375,71.9961,1,0,0,0,0,0,551.997,36.1253,0,0,0,26.9063,0,0,-128,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:13.625,215.989,1,0,0,0,0,0,599.997,31.8753,191.991,0,0,26.7188,0,0,-128,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:13.875,359.99,1,0,0,0,0,0,647.997,27.6253,575.973,0,0,26.5313,0,0,-124,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:14.125,504.01,1,0,0,0,0,0,696.003,23.3748,960.018,0,0,26.3437,0,0,-116,0,0,0,0,0,0,0,7680.14,0.15
15/09/2011 14:26:14.375,528.004,1,0,0,0,0,0,744.003,19.1248,1344.02,0,0,26.2187,0,0,-108,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:14.625,432.008,1,0,0,0,0,0,743.999,14.8749,1343.99,0,0,26.1562,0,0,-99.9997,0,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:14.875,336.02,1,0,0,0,0,0,696.004,10.6253,960.027,0,0,26.0938,0,0,-92.0001,0,0,0,0,0,0,0,7679.98,0.15
15/09/2011 14:26:15.125,240.024,1,0,0,0,0,0,648.004,6.37528,576.029,0,0,26.0313,0,0,-84.0001,0,0,0,0,0,0,0,4608,0.15
15/09/2011 14:26:15.375,168.02,1,0,0,0,0,0,600.004,2.1253,192.031,0,0,26,0,0,-76.0002,0,0,0,0,0,0,0,1536.01,0.15
15/09/2011 14:26:15.625,120.015,1,0,0,0,0,0,552.005,2.1249,0.0156219,0,0,26,0,0,-68.0002,0,0,0,0,0,0,0,0.00833149,0.15
15/09/2011 14:26:15.875,72.0062,1,0,0,0,0,0,503.999,6.37505,0,0,0,26,0,0,-59.9996,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:16.125,24.0036,1,0,0,0,0,0,455.999,10.625,0,0,0,26,0,0,-51.9996,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:16.375,0.00364468,1,0,0,0,0,0,407.999,14.875,0,0,0,26,0,0,-43.9997,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:16.625,0.00260334,1,0,0,0,0,0,359.999,19.125,0,0,0,26,0,0,-35.9997,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:16.875,0.00156211,1,0,0,0,0,0,312.004,23.3746,0,0,0,26,0,0,-28.0001,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:17.125,0.000520772,1,0,0,0,0,0,264.004,27.6246,0,0,0,26,0,0,-20.0002,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:17.375,71.9961,1,0,0,0,0,0,216.005,31.8745,0,0,0,26,0,0,-12.0002,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:17.625,216.009,1,0,0,0,0,0,167.998,36.1251,192.022,0,0,26,0,0,-3.99955,0,0,0,0,0,0,0,1536.18,0.15
15/09/2011 14:26:17.875,360.01,1,0,0,0,0,0,119.999,40.375,576.02,0,0,26,0,0,0,0,0,0,0,0,0,0,4608.16,0.15
15/09/2011 14:26:18.125,504.01,1,0,0,0,0,0,71.9989,44.625,960.018,0,0,26,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
15/09/2011 14:26:18.375,528.004,1,0,0,0,0,0,23.9992,48.875,1344.02,0,0,26,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:18.625,432.017,1,0,0,0,0,0,0.00221286,53.1246,1343.99,0,0,26,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:18.875,336.02,1,0,0,0,0,0,9.6021e-008,57.3746,960.027,0,0,26,0,0,0,0,0,0,0,0,0,0,7679.98,0.15
15/09/2011 14:26:19.125,240.024,1,0,0,0,0,0,2.60413e-012,61.6246,576.029,0,0,26,0,0,0,0,0,0,0,0,0,0,4608,0.15
15/09/2011 14:26:19.375,168.02,1,0,0,0,0,0,4.94376e-017,65.8745,192.031,0,0,26,0,0,0,0,0,0,0,0,0,0,1536.01,0.15
15/09/2011 14:26:19.625,120.009,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:19.875,72.0062,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:20.125,24.0036,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:20.375,0.00390507,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:20.625,0.00260346,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:20.875,0.00156211,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:21.125,0.000520772,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:21.375,72.0089,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:21.625,216.009,1,0,0,0,0,0,0,68,192.022,0,0,26,0,0,0,0,0,0,0,0,0,0,1536.18,0.15
15/09/2011 14:26:21.875,360.01,1,0,0,0,0,0,0,68,576.02,0,0,26,0,0,0,0,0,0,0,0,0,0,4608.16,0.15
15/09/2011 14:26:22.125,504.01,1,0,0,0,0,0,0,68,960.018,0,0,26,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
15/09/2011 14:26:22.375,528.002,1,0,0,0,0,0,0,68,1343.98,0,0,26,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:22.625,432.017,1,0,0,0,0,0,0,68,1343.99,0,0,26,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:22.875,336.02,1,0,0,0,0,0,0,68,960.027,0,0,26,0,0,0,0,0,0,0,0,0,0,7679.98,0.15
15/09/2011 14:26:23.125,240.024,1,0,0,0,0,0,0,68,576.029,0,0,26,0,0,0,0,0,0,0,0,0,0,4608,0.15
15/09/2011 14:26:23.375,168.011,1,0,0,0,0,0,0,68,191.984,0,0,26,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:26:23.625,120.009,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:23.875,72.0062,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:24.125,24.0083,1,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:24.375,0.00598793,1.01172,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:24.625,0.00260349,1.03515,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:24.875,0.00156206,1.05859,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:25.125,0.000520592,1.08203,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:25.375,72.0006,1.12109,0,0,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:25.625,215.996,1.17578,0,0,0,0,0,0,68,192.007,0,0,26,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:25.875,359.991,1.23047,0,0,0,0,0,0,68,576.005,0,0,26,0,0,0,0,0,0,0,0,0,0,4608.04,0.15
15/09/2011 14:26:26.125,503.972,1.28515,0,0,0,0,0,0,68,959.971,0,0,26,0,0,0,0,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:26.375,527.981,1.34374,0,0,0,0,0,0,68,1343.97,0,0,26,0,0,0,0,0,0,0,0,0,0,10752,0.15
15/09/2011 14:26:26.625,431.995,1.40624,0,0,0,0,0,23.9986,68,1343.99,0,0,26,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:26.875,335.984,1.46875,0,0,0,0,0,72.0025,68,959.98,0,0,26,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:27.125,239.986,1.53125,0,0,0,0,0,120.002,68,575.982,0,0,26,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:26:27.375,167.991,1.59375,0,0,0,0,0,168.002,68,191.984,0,0,26,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:26:27.625,119.994,1.65625,0,0,0,0,0,216.002,89.8758,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:27.875,72.0011,1.71874,0,0,0,0,0,263.997,133.622,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:28.125,24.0035,1.78124,0,0,0,0,0,311.997,177.371,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:28.375,0.00234322,1.83202,0,0,0,0,0,359.997,221.121,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:28.625,1.08029e-007,1.87109,0,0,0,0,0,407.996,264.871,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:28.875,0,1.91016,0,0,0,0,0,456.002,308.626,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:29.125,0,1.94922,0,0,0,0,0,504.002,352.376,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:29.375,72.0006,1.97266,0,0,0,0,0,552.002,396.126,0,0,0,26.0313,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:29.625,215.996,1.98047,0,0,0,0,0,600.002,439.876,192.007,0,0,26.0938,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:29.875,359.977,1.98828,0,0,0,0,0,647.997,483.622,575.973,0,0,26.1562,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:30.125,503.972,1.99609,0,0,0,0,0,695.997,527.371,959.971,0,0,26.2187,0,0,0,0,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:30.375,527.981,2,0,0,0,0,0,743.996,571.121,1343.97,0,0,26.25,0,0,0,0,0,0,0,0,0,0,10752,0.15
15/09/2011 14:26:30.625,431.982,2,0,0,0,0,0,743.997,614.876,1343.98,0,0,26.25,0,0,0,0,0,0,0,0,0,0,10751.8,0.15
15/09/2011 14:26:30.875,335.984,2,0,0,0,0,0,695.997,658.626,959.98,0,0,26.25,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:31.125,239.986,2,0,0,0,0,0,647.998,702.376,575.982,0,0,26.25,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:26:31.375,167.991,2,0,0,0,0,0,599.998,746.126,191.984,0,0,26.2813,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
15/09/2011 14:26:31.625,119.999,2,0,0,0,0,0,552.003,746.124,0.0156194,0,0,26.3437,0,0,0,0,0,0,0,0,0,0,0.00833082,0.15
15/09/2011 14:26:31.875,72.0011,2,0,0,0,0,0,504.003,702.378,5.93039e-007,0,0,26.4062,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:32.125,24.0035,2,0,0,0,0,0,456.003,658.629,1.39389e-011,0,0,26.4687,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:32.375,0.00234322,2,0,0,0,0,0,408.003,614.879,2.26817e-016,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:32.625,0,2,0,0,0,0,0,359.997,571.123,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:32.875,0,2,0,0,0,0,0,311.998,527.374,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:33.125,0,2,0,0,0,0,0,263.998,483.624,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:33.375,71.9935,2,0,0,0,0,0,216.003,439.878,0,0,0,26.4688,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:33.625,215.982,2,0,0,0,0,0,168.003,396.128,191.991,0,0,26.4063,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:33.875,359.977,2,0,0,0,0,0,120.003,352.378,575.973,0,0,26.3438,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:34.125,503.972,2,0,0,0,0,0,72.0034,308.629,959.971,0,0,26.2813,0,0,0,0,0,0,0,0,0,0,7680,0.15
15/09/2011 14:26:34.375,527.98,2,0,0,0,0,0,23.9973,264.873,1344.02,0,0,26.2187,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:34.625,431.982,2,0,0,0,0,0,0,221.124,1343.98,0,0,26.1562,0,0,0,0,0,0,0,0,0,0,10751.8,0.15
15/09/2011 14:26:34.875,335.984,2,0,0,0,0,0,0,177.374,959.98,0,0,26.0937,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
15/09/2011 14:26:35.125,239.986,2,0,0,0,0,0,0,133.624,575.982,0,0,26.0312,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
15/09/2011 14:26:35.375,167.999,2,0,0,0,0,0,0,89.8781,192.015,0,0,26.0625,0,0,0,0,0,0,0,0,0,0,1535.89,0.15
15/09/2011 14:26:35.625,119.999,2,0,0,0,0,0,0,68.0019,0.0156206,0,0,26.1875,0,0,0,0,0,0,0,0,0,0,0.00833082,0.15
15/09/2011 14:26:35.875,72.0011,2,0,0,0,0,0,0,68,5.93067e-007,0,0,26.3125,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:36.125,24.0035,2,0,0,0,0,0,0,68,1.39394e-011,0,0,26.4375,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:36.375,0,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:36.625,0,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:36.875,0,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:37.125,0,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:37.375,71.9961,2,0,0,0,0,0,0,68,0,0,0,26.4688,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:37.625,215.989,2,0,0,0,0,0,0,68,191.991,0,0,26.4063,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
15/09/2011 14:26:37.875,359.99,2,0,0,0,0,0,0,68,575.973,0,0,26.3438,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
15/09/2011 14:26:38.125,504.01,2,0,0,0,0,0,0,68,960.018,0,0,26.2812,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
15/09/2011 14:26:38.375,528.004,2,0,0,0,0,0,0,68,1344.02,0,0,26.2187,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
15/09/2011 14:26:38.625,432.008,2,0,0,0,0,0,0,68,1343.99,0,0,26.1562,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
15/09/2011 14:26:38.875,336.011,2,0,0,0,0,0,0,68,959.995,0,0,26.0937,0,0,0,0,0,0,0,0,0,0,7679.96,0.15
15/09/2011 14:26:39.125,240.024,2,0,0,0,0,0,0,68,576.029,0,0,26.0313,0,0,0,0,0,0,0,0,0,0,4608,0.15
15/09/2011 14:26:39.375,168.02,2,0,0,0,0,0,0,68,192.031,0,0,26.0625,0,0,0,0,0,0,0,0,0,0,1536.01,0.15
15/09/2011 14:26:39.625,120.015,2,0,0,0,0,0,0,68,0.0156219,0,0,26.1875,0,0,0,0,0,0,0,0,0,0,0.00833149,0.15
15/09/2011 14:26:39.875,72.0062,2,0,0,0,0,0,0,68,0,0,0,26.3125,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:40.125,24.0036,2,0,0,0,0,0,0,68,0,0,0,26.4375,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:40.375,0.00364468,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:40.625,0.00260334,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:40.875,0.00156211,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
15/09/2011 14:26:41.125,0.000520772,2,0,0,0,0,0,0,68,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0.15
